# Per-Fact Detail Report — Run: 20260401_040014_891022
# Generated: 2026-04-01 07:33:56 UTC
# 
# Column Descriptions:
#   fact_id                — Unique identifier for the ground truth fact
#   company                — Company name (DBS, OCBC, UOB, Singtel, CapitaLand)
#   metric                 — Financial metric being tested
#   category               — Metric category (profitability, capital, etc.)
#   difficulty             — Fact difficulty level (easy, medium, hard)
#   template               — Prompt template used for this evaluation group
#   temperature            — Sampling temperature used
#   n_runs                 — Number of API calls in this evaluation group
#   semantic_score         — Semantic consistency (0-1): cosine similarity of response embeddings
#   factual_score          — Factual consistency (0-1): fraction of runs matching modal extracted value
#   hallucination_rate     — Fraction of extracted values outside tolerance of ground truth
#   extraction_failure_rate — Fraction of responses where numeric extraction returned null
#   modal_value            — Most commonly extracted numeric value across runs
#   ground_truth           — Expected value from verified annual report
#   composite_stability    — Weighted combination of scores (see config for weights)
#   flag                   — Traffic-light indicator based on composite_stability
# 
# Flagging Thresholds:
#   🟢 Green  — composite_stability >= 0.75
#   🟡 Yellow — composite_stability >= 0.5
#   🔴 Red    — composite_stability <  0.5
# 
# Scoring Weights:
#   semantic_consistency: 0.3
#   factual_consistency:  0.4
#   hallucination_rate:   0.3
#   hallucination_tolerance: 0.05 (5% relative)
#
fact_id,company,metric,category,difficulty,template,temperature,n_runs,semantic_score,factual_score,hallucination_rate,extraction_failure_rate,modal_value,ground_truth,composite_stability,flag
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,2.13,2.13,1.0,🟢
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,2.13,2.13,1.0,🟢
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,2.13,2.13,1.0,🟢
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,2.13,2.13,1.0,🟢
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,2.3,2.13,0.7,🟡
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,direct_extraction,0.3,10,0.9506827592849731,0.2,0.7,0.0,2.3,2.13,0.455204827785492,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,direct_extraction,0.5,10,0.9421453475952148,0.2,0.6,0.0,2.1,2.13,0.48264360427856445,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,direct_extraction,0.7,10,0.909934401512146,0.1,0.8,0.0,2.9,2.13,0.37298032045364377,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,direct_extraction,1.0,10,0.8294659852981567,0.2,0.7,0.0,2.1,2.13,0.41883979558944706,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,qualitative,0.0,10,0.9745277166366577,0.0,1.0,1.0,,2.13,0.2923583149909973,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,qualitative,0.3,10,0.8504430055618286,0.5,0.9,0.8,2.28,2.13,0.48513290166854856,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,qualitative,0.5,10,0.8153586387634277,0.2,0.6,0.5,2.16,2.13,0.4446075916290283,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,qualitative,0.7,10,0.8200687170028687,0.25,0.7,0.6,2.2,2.13,0.4360206151008606,🔴
dbs_fy2024_nim,DBS,Net Interest Margin,profitability,easy,qualitative,1.0,10,0.7761532068252563,0.5,0.9,0.6,31.0,2.13,0.4628459620475769,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.0,10,0.9976555109024048,1.0,1.0,0.0,1.0,1.1,0.6992966532707214,🟡
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.3,10,0.9387069940567017,0.3333333333333333,0.8,0.1,1.0,1.1,0.4749454315503438,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.5,10,0.9260584712028503,0.5,0.9,0.2,1.3,1.1,0.5078175413608551,🟡
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.7,10,0.8948792219161987,0.2857142857142857,1.0,0.3,1.7,1.1,0.38274948086057387,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,comparative,1.0,10,0.8713198900222778,0.5,1.0,0.4,1.4,1.1,0.46139596700668334,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,1.1,1.1,1.0,🟢
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,1.1,1.1,1.0,🟢
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,1.1,1.1,1.0,🟢
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,1.1,1.1,1.0,🟢
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,1.1,1.1,1.0,🟢
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,1.3,1.1,0.7,🟡
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,direct_extraction,0.3,10,0.9341671466827393,0.3,0.9,0.0,1.0,1.1,0.43025014400482176,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,direct_extraction,0.5,10,0.9059682488441467,0.4,1.0,0.0,1.3,1.1,0.43179047465324405,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,direct_extraction,0.7,10,0.8439768552780151,0.2,0.9,0.0,1.4,1.1,0.3631930565834045,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,direct_extraction,1.0,10,0.8241299986839294,0.2,0.9,0.0,1.6,1.1,0.3572389996051788,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,qualitative,0.0,10,0.9628452658653259,0.0,1.0,1.0,,1.1,0.28885357975959775,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,qualitative,0.3,10,0.8553417921066284,1.0,1.0,0.9,1200000000.0,1.1,0.6566025376319886,🟡
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,qualitative,0.5,10,0.7324315309524536,0.3333333333333333,0.8,0.4,1.1,1.1,0.4130627926190694,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,qualitative,0.7,10,0.7790818810462952,0.25,1.0,0.6,1.0,1.1,0.3337245643138885,🔴
dbs_fy2024_npl,DBS,Non-Performing Loan Ratio,asset_quality,easy,qualitative,1.0,10,0.764746367931366,0.16666666666666666,0.9,0.4,1.4,1.1,0.3260905770460764,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,comparative,0.0,10,0.9958835244178772,0.0,1.0,1.0,,18.0,0.2987650573253631,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,comparative,0.3,10,0.9088113307952881,0.0,1.0,1.0,,18.0,0.27264339923858644,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,comparative,0.5,10,0.8889293074607849,0.5,1.0,0.8,14.0,18.0,0.4666787922382355,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,comparative,0.7,10,0.8544304966926575,1.0,1.0,0.9,15.8,18.0,0.6563291490077973,🟡
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,comparative,1.0,10,0.8282384276390076,0.3333333333333333,1.0,0.7,16.4,18.0,0.3818048616250356,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,18.0,18.0,1.0,🟢
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,18.0,18.0,1.0,🟢
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,18.0,18.0,1.0,🟢
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,18.0,18.0,1.0,🟢
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,18.0,18.0,1.0,🟢
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,direct_extraction,0.0,10,0.9767399430274963,0.9,1.0,0.0,12.6,18.0,0.6530219829082489,🟡
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,direct_extraction,0.3,10,0.9001715183258057,0.2,1.0,0.0,14.2,18.0,0.3500514554977417,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,direct_extraction,0.5,10,0.8743945360183716,0.1,1.0,0.0,14.1,18.0,0.30231836080551144,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,direct_extraction,0.7,10,0.8888159990310669,0.2,1.0,0.0,12.3,18.0,0.34664479970932005,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,direct_extraction,1.0,10,0.6428762078285217,0.14285714285714285,1.0,0.3,9.3,18.0,0.25000571949141365,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,qualitative,0.0,10,0.9611356854438782,0.0,1.0,1.0,,18.0,0.28834070563316344,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,qualitative,0.3,10,0.883834183216095,0.0,1.0,1.0,,18.0,0.26515025496482847,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,qualitative,0.5,10,0.8565416932106018,0.3333333333333333,0.8,0.7,17.7,18.0,0.45029584129651384,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,qualitative,0.7,10,0.8541014194488525,0.3333333333333333,1.0,0.7,15.9,18.0,0.38956375916798913,🔴
dbs_fy2024_roe,DBS,Return on Equity,profitability,easy,qualitative,1.0,10,0.8241367936134338,0.3333333333333333,1.0,0.7,14.2,18.0,0.3805743714173635,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,comparative,0.0,10,0.960786759853363,0.0,1.0,1.0,,22297.0,0.2882360279560089,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,comparative,0.3,10,0.9014056921005249,1.0,1.0,0.7,1e-06,22297.0,0.6704217076301575,🟡
dbs_fy2024_total_income,DBS,Total Income,income,easy,comparative,0.5,10,0.8696437478065491,0.6666666666666666,1.0,0.7,1e-06,22297.0,0.5275597910086314,🟡
dbs_fy2024_total_income,DBS,Total Income,income,easy,comparative,0.7,10,0.8698867559432983,0.5,1.0,0.8,3.1e-05,22297.0,0.4609660267829895,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,comparative,1.0,10,0.88666832447052,0.5,1.0,0.8,0.002024,22297.0,0.466000497341156,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,22297.0,22297.0,1.0,🟢
dbs_fy2024_total_income,DBS,Total Income,income,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,22297.0,22297.0,1.0,🟢
dbs_fy2024_total_income,DBS,Total Income,income,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,22297.0,22297.0,1.0,🟢
dbs_fy2024_total_income,DBS,Total Income,income,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,22297.0,22297.0,1.0,🟢
dbs_fy2024_total_income,DBS,Total Income,income,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,22297.0,22297.0,1.0,🟢
dbs_fy2024_total_income,DBS,Total Income,income,easy,direct_extraction,0.0,10,0.9623250961303711,0.9,1.0,0.0,7000.0,22297.0,0.6486975288391114,🟡
dbs_fy2024_total_income,DBS,Total Income,income,easy,direct_extraction,0.3,10,0.83949214220047,0.3,1.0,0.0,10000.0,22297.0,0.371847642660141,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,direct_extraction,0.5,10,0.7245914936065674,0.2,1.0,0.0,10000.0,22297.0,0.2973774480819702,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,direct_extraction,0.7,10,0.6137067675590515,0.2,1.0,0.0,15000.0,22297.0,0.26411203026771546,🔴
dbs_fy2024_total_income,DBS,Total Income,income,easy,direct_extraction,1.0,10,0.5729109048843384,0.125,1.0,0.2,48000.0,22297.0,0.2218732714653015,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,comparative,0.0,10,0.9970859289169312,0.8,1.0,0.0,14.9,17.1,0.6191257786750795,🟡
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,comparative,0.3,10,0.9877495765686035,0.2,1.0,0.0,1.0,17.1,0.37632487297058104,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,comparative,0.5,10,0.9840065240859985,0.2,1.0,0.0,14.5,17.1,0.3752019572257996,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,comparative,0.7,10,0.9750182032585144,0.2,1.0,0.0,1.0,17.1,0.3725054609775543,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,comparative,1.0,10,0.9793772101402283,0.2,1.0,0.0,14.4,17.1,0.37381316304206846,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,17.1,17.1,1.0,🟢
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,17.1,17.1,1.0,🟢
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,17.1,17.1,1.0,🟢
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,17.1,17.1,1.0,🟢
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,17.1,17.1,1.0,🟢
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.0,10,0.9999999403953552,1.0,1.0,0.0,15.6,17.1,0.6999999821186066,🟡
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.3,10,0.9767634868621826,0.3,1.0,0.0,15.6,17.1,0.41302904605865476,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.5,10,0.9586265683174133,0.2,0.9,0.0,15.6,17.1,0.397587970495224,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,0.7,10,0.7950297594070435,0.2,0.7,0.0,15.8,17.1,0.40850892782211307,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,direct_extraction,1.0,10,0.8059529662132263,0.3,0.8,0.0,15.1,17.1,0.42178588986396787,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.0,10,0.9877126216888428,0.9,1.0,0.0,1.0,17.1,0.6563137865066528,🟡
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.3,10,0.9685251116752625,0.5,1.0,0.0,1.0,17.1,0.49055753350257875,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.5,10,0.9152361750602722,0.6,1.0,0.0,1.0,17.1,0.5145708525180817,🟡
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,qualitative,0.7,10,0.9531883001327515,0.5,1.0,0.0,1.0,17.1,0.48595649003982544,🔴
ocbc_fy2024_cet1,OCBC,Common Equity Tier 1 Ratio,capital,easy,qualitative,1.0,10,0.932083785533905,0.6,1.0,0.0,1.0,17.1,0.5196251356601715,🟡
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,comparative,0.0,10,0.9873604774475098,0.0,1.0,1.0,,80.7,0.29620814323425293,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,comparative,0.3,10,0.9338400959968567,0.16666666666666666,0.5,0.4,82.0,80.7,0.49681869546572366,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,comparative,0.5,10,0.9007264971733093,0.4,0.5,0.5,78.0,80.7,0.5802179491519928,🟡
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,comparative,0.7,10,0.8932217359542847,0.25,0.8,0.6,72.0,80.7,0.42796652078628544,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,comparative,1.0,10,0.8950036764144897,0.25,0.7,0.6,67.8,80.7,0.4585011029243469,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,contextual_extraction,0.0,10,0.9999999403953552,1.0,0.0,0.0,80.7,80.7,0.9999999821186065,🟢
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,contextual_extraction,0.3,10,0.9999999403953552,1.0,0.0,0.0,80.7,80.7,0.9999999821186065,🟢
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,contextual_extraction,0.5,10,0.9999999403953552,1.0,0.0,0.0,80.7,80.7,0.9999999821186065,🟢
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,contextual_extraction,0.7,10,0.9999999403953552,1.0,0.0,0.0,80.7,80.7,0.9999999821186065,🟢
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,contextual_extraction,1.0,10,0.9999999403953552,1.0,0.0,0.0,80.7,80.7,0.9999999821186065,🟢
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,0.78,80.7,0.7,🟡
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,direct_extraction,0.3,10,0.6720448732376099,0.1111111111111111,1.0,0.1,1.0,80.7,0.24605790641572742,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,direct_extraction,0.5,10,0.4661082923412323,0.125,1.0,0.2,1.12,80.7,0.1898324877023697,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,direct_extraction,0.7,10,0.7493224143981934,0.1,0.9,0.0,73.3,80.7,0.29479672431945797,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,direct_extraction,1.0,10,0.4899599254131317,0.125,0.9,0.2,141.9,80.7,0.2269879776239395,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,qualitative,0.0,10,0.9999998211860657,1.0,0.0,0.0,78.0,80.7,0.9999999463558198,🟢
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,qualitative,0.3,10,0.997843325138092,0.5555555555555556,0.5,0.1,78.0,80.7,0.6715752197636499,🟡
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,qualitative,0.5,10,0.8911223411560059,0.2,0.8,0.5,82.0,80.7,0.40733670234680175,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,qualitative,0.7,10,0.9130473732948303,0.16666666666666666,0.7,0.4,77.6,80.7,0.43058087865511574,🔴
ocbc_fy2024_ldr,OCBC,Loan-to-Deposit Ratio,liquidity,medium,qualitative,1.0,10,0.8837230205535889,0.2,0.8,0.5,74.0,80.7,0.40511690616607665,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,comparative,0.0,10,0.9999998211860657,1.0,1.0,0.0,4000.0,7587.0,0.6999999463558197,🟡
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,comparative,0.3,10,0.985396146774292,0.3,1.0,0.0,5000.0,7587.0,0.4156188440322876,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,comparative,0.5,10,0.8977721929550171,0.125,1.0,0.2,4952.0,7587.0,0.3193316578865051,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,comparative,0.7,10,0.9117307662963867,0.14285714285714285,0.9,0.3,4500.0,7587.0,0.36066208703177316,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,comparative,1.0,10,0.8516008853912354,0.2,1.0,0.5,4900.0,7587.0,0.3354802656173706,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,7587.0,7587.0,1.0,🟢
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,7587.0,7587.0,1.0,🟢
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,contextual_extraction,0.5,10,1.0,1.0,0.0,0.0,7587.0,7587.0,1.0,🟢
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,contextual_extraction,0.7,10,1.0,1.0,0.0,0.0,7587.0,7587.0,1.0,🟢
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,contextual_extraction,1.0,10,1.0,1.0,0.0,0.0,7587.0,7587.0,1.0,🟢
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,direct_extraction,0.0,10,1.0,1.0,1.0,0.0,4000.0,7587.0,0.7,🟡
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,direct_extraction,0.3,10,0.8774121403694153,0.4,1.0,0.0,4000.0,7587.0,0.4232236421108246,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,direct_extraction,0.5,10,0.7977842688560486,0.1,1.0,0.0,5200.0,7587.0,0.27933528065681457,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,direct_extraction,0.7,10,0.7855633497238159,0.1,0.9,0.0,3196.0,7587.0,0.3056690049171447,🔴
ocbc_fy2024_net_profit,OCBC,Net Profit,income,easy,direct_extraction,1.0,10,0.6421930193901062,0.1,1.0,0.0,8603.0,7587.0,0.23265790581703186,🔴
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,comparative,0.0,10,0.996712327003479,0.9,0.9,0.0,2.02,2.2,0.6890136981010437,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,comparative,0.3,10,0.9437456130981445,0.5,0.8,0.2,2.0,2.2,0.5431236839294433,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,comparative,0.5,10,0.8907079100608826,0.2857142857142857,0.8,0.3,2.04,2.2,0.44149808730397905,🔴
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,comparative,0.7,10,0.9109175801277161,0.6666666666666666,0.8,0.7,2.15,2.2,0.5999419407049814,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,comparative,1.0,10,0.9094363451004028,0.4,0.8,0.5,2.0,2.2,0.4928309035301209,🔴
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,contextual_extraction,0.0,10,0.9999997615814209,1.0,0.0,0.0,2.2,2.2,0.9999999284744263,🟢
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,contextual_extraction,0.3,10,0.9999997615814209,1.0,0.0,0.0,2.2,2.2,0.9999999284744263,🟢
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,contextual_extraction,0.5,10,0.9999997615814209,1.0,0.0,0.0,2.2,2.2,0.9999999284744263,🟢
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,contextual_extraction,0.7,10,0.9999997615814209,1.0,0.0,0.0,2.2,2.2,0.9999999284744263,🟢
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,contextual_extraction,1.0,10,0.9999997615814209,1.0,0.0,0.0,2.2,2.2,0.9999999284744263,🟢
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,direct_extraction,0.0,10,1.0,1.0,0.0,0.0,2.1,2.2,1.0,🟢
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,direct_extraction,0.3,10,0.9384978413581848,0.4,0.4,0.0,2.1,2.2,0.6215493524074555,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,direct_extraction,0.5,10,0.9591332077980042,0.4,0.4,0.0,2.1,2.2,0.6277399623394013,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,direct_extraction,0.7,10,0.9355760216712952,0.3,0.1,0.0,2.2,2.2,0.6706728065013885,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,direct_extraction,1.0,10,0.9135915040969849,0.3,0.5,0.0,2.3,2.2,0.5440774512290955,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,qualitative,0.0,10,0.9950141906738281,1.0,1.0,0.0,2.02,2.2,0.6985042572021485,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,qualitative,0.3,10,0.9903877377510071,0.5555555555555556,1.0,0.1,2.02,2.2,0.5193385435475244,🟡
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,qualitative,0.5,10,0.972288966178894,0.375,1.0,0.2,2.03,2.2,0.4416866898536682,🔴
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,qualitative,0.7,10,0.93226557970047,0.16666666666666666,1.0,0.4,2.01,2.2,0.34634634057680763,🔴
ocbc_fy2024_nim,OCBC,Net Interest Margin,profitability,easy,qualitative,1.0,10,0.9396841526031494,0.3333333333333333,1.0,0.7,2.04,2.2,0.4152385791142782,🔴
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.0,10,0.9991804957389832,1.0,1.0,0.0,1.3,0.9,0.699754148721695,🟡
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.3,10,0.9942206740379333,0.3,1.0,0.0,1.1,0.9,0.41826620221138,🔴
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.5,10,0.9862452745437622,0.375,1.0,0.2,1.2,0.9,0.4458735823631287,🔴
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,comparative,0.7,10,0.985571026802063,0.2222222222222222,1.0,0.1,1.4,0.9,0.38456019692950777,🔴
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,comparative,1.0,10,0.9271500706672668,0.2857142857142857,1.0,0.3,1.1,0.9,0.3924307354858943,🔴
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,0.0,10,1.0,1.0,0.0,0.0,0.9,0.9,1.0,🟢
ocbc_fy2024_npl,OCBC,Non-Performing Loan Ratio,asset_quality,easy,contextual_extraction,0.3,10,1.0,1.0,0.0,0.0,0.9,0.9,1.0,🟢
